"name","area","WDPAid","patchRichness","nPatches","stddev_WC","mean_WC","analysis_scale"
"Lake Nakuru",191.211838075167,762,2,2,0.00375825166702271,0.601431465609287,10000
"Meru",878.845191725783,755,3,9,0.0944562062299269,0.528249743907528,10000
"Tsavo East",20550.1465539525,-999999,4,33,0.0958187256295946,0.352412364762537,10000
"Masai Mara",1524.66034636007,1297,4,10,0.0266537771541074,0.612006613684863,10000
"Samburu",159.792170775512,2298,1,1,0.0333646833896637,0.282306663124694,10000
"Arawale",630.021467140626,2423,1,4,0.0243291738760574,0.459460031150204,10000
"Tongwe",13.6366076064377,350014,0,0,NA,0.714905738830566,10000
"Golden Gate Highlands National Park",348.488446395834,879,1,5,0.0267466080636814,0.408152611407345,10000
"Kruger National Park",19214.9813074498,873,4,54,0.0662500468639199,0.401791289685674,10000
"Cliff of Bandiagara (Land of the Dogons)",3326.69271689958,20171,3,12,0.0248170330627917,0.0545930064784092,10000
"Tsoulou",289.474206831833,2270,1,3,0.0814248539475775,0.461358694369729,10000
"Mont Fouari",288.812468764174,555571319,2,2,0.0566959719978478,0.537299972924,10000
"Kizigo G.R. (C)",5093.23244586632,7883,3,14,0.0326353403040654,0.392368808703138,10000
"Selous G.R",41481.3084524387,1399,7,82,0.10887920512948,0.685874565980787,10000
"Arusha National Park",111.854715426011,925,1,1,NA,0.718794437862883,10000
"Lake Manyara National Park",108.309022363446,924,0,0,0,0.433776862305125,10000
"Tarangire National Park",2621.66746052118,920,4,14,0.0356050097938606,0.393419840946093,10000
"Mahale Mts.National Park",1468.17431696778,7521,3,9,0.0784272466525212,0.686970192863104,10000
"Ruaha National Park",14567.7750982517,917,6,44,0.103540835911623,0.407955962340962,10000
"Mikumi National Park",3232.56854937872,919,5,15,0.165890940806083,0.713885379153325,10000
"Gombe National Park",34.4662545296866,926,1,1,NA,NA,10000
"Kilimanjaro National Park",1856.13932950592,922,6,13,0.183723465492974,0.687125349427964,10000
"Ngorongoro Conservation Area",8286.85439403613,555623796,5,29,0.214930020414446,0.379808878895524,10000
"Talassemtane National Park",614.05363113184,17742,3,7,NA,NA,10000
"Rukwa",2196.82285233562,301552,4,17,0.0785496867900558,0.510194868814287,10000
"Gorongosa",3686.68853019709,801,3,12,0.13983530730657,0.654332327368223,10000
"Banhine",6066.47750031138,799,4,24,0.0731420627149429,0.469914522047804,10000
"Zinave",3901.5617671334,800,4,17,0.0567281029980701,0.594949376124388,10000
"Niassa",42305.4109343714,555637447,6,87,0.124954122166827,0.555041479885943,10000
"Lamto Scientific Reserve",28.4360885272384,555547526,0,0,NA,0.630439158748178,10000
"Hluhluwe Game Reserve",144.029290305012,116189,2,3,0,0.744842796049682,10000
"Natal National Park",61.5434000171723,555563964,1,1,0,0.528930144650596,10000
"Mweru Wantipa",3170.70226804403,1090,6,15,0.12375479447229,0.590416226143016,10000
"Kafue",22397.4459713434,1085,6,71,0.0882364124567378,0.501863812208643,10000
"Nyika",83.3050429446796,1102,2,2,0,0.658733401609504,10000
"West Lunga",1786.23132426852,1093,1,5,0.0451709298250851,0.842344195542935,10000
"Kafue Flats",4766.49233957314,4091,5,24,0.0700797468139969,0.382779494694003,10000
"Chobe",10538.2800262787,600,5,29,0.0486174929826404,0.453628336586031,10000
"Wadi El Assuti",35.3614173331642,18771,0,0,NA,NA,10000
"Wadi El Rayan",1758.77072219576,30006,1,4,NA,NA,10000
"Omayed",690.74931065629,3020,2,2,NA,NA,10000
"Nyika National Park",3106.62226629606,779,5,17,0.115807019289762,0.584655505187203,10000
"Kasungu National Park",2369.50896929265,780,4,12,0.0603695083044287,0.606118982572414,10000
"Lengwe National Park",931.480562329122,2315,4,10,0.0807775338998539,0.506240806560167,10000
"Mwabvi Wildlife Reserve",345.393247453633,2320,3,6,0.0319570332801738,0.517784966137156,10000
"Vwaza Marsh Wildlife Reserve",985.320437797011,4648,3,5,0.0998063305803737,0.497446835029504,10000
"Parc National de Djurdjura",163.762779850997,4118,1,4,NA,NA,10000
"Parc National de Belezma",177.12785262979,9742,1,2,NA,NA,10000
"Parc W Niger",2220.18873531027,818,1,7,0.0329161633862228,0.225595090682704,10000
"Réserve totale de faune de Tamou",791.645088983402,2331,2,8,0.0515953034535102,0.248476401365813,10000
"Addax Sanctuary",12781.6819827768,72350,1,5,NA,NA,10000
"Chambi",67.2847408954823,4486,1,1,NA,NA,10000
"Parc national de Djebel Bou-Hedma",165.272413749359,13962,1,2,NA,NA,10000
"Liwonde National Park",507.102346246761,2316,1,5,0.0368813349766299,0.437757632651254,10000
"Majete Wildlife Reserve",707.194510835127,2319,2,4,0.149849779541456,0.598076069256935,10000
"Réserve partielle de faune d'Ansongo-Ménaka",15276.0288271488,2327,8,13838,0.00763676331827629,0.0066267704485607,200
"Kibira",479.59184066615,9161,10,1438,0.0477713349966993,0.840533223526218,200
"Parc national du Ruvubu",535.548987687057,9160,10,2777,0.103707163734341,0.613590734315752,200
"Réserve naturelle du Rusizi",85.4274708933633,9162,8,428,0.0845375513236217,0.570630129000624,200
"Bururi Forest",26.9677323827126,9164,9,164,0.105750970312877,0.796583145265573,200
"Waza",1412.65424568481,608,6,2021,0.0778662636160379,0.252808983837706,200
"Mbam et Djerem",4306.80278790466,20166,11,8352,0.110433697116401,0.768029138098541,200
"Boumba Bek",2374.35572680993,308624,7,344,0.027988140741454,0.876725438951988,200
"Korup",1268.07286343403,20058,5,337,0.0879089955600283,0.72301911645971,200
"Campo-Ma'an",2621.8886663592,1242,10,1008,0.141825830299604,0.846042979494888,200
"Yankari",2397.21555272932,1332,10,4657,0.0874627386191262,0.277067014751756,200
"W (Benin)",5806.17191365083,12201,10,8494,0.0841333928089556,0.275874108969768,200
"Kidepo Valley",1437.23245553074,958,8,2583,0.0988523694215719,0.436955358276108,200
"Rwenzori Mountains",998.905644444759,18438,13,2553,0.0927274734669998,0.775674382821701,200
"Kibale",792.224748326657,40002,8,1061,0.0536318003259136,0.800980506846657,200
"Murchison Falls",3895.11626338592,956,12,11118,0.141322056675717,0.598660914214934,200
"Fada Archei",1745.53266343474,9033,5,412,NA,NA,200
"Mandelia",1321.29839745131,5166,7,2316,0.0929989363039941,0.361164527692076,200
"Binder-Léré",1133.53653160855,5168,10,1670,0.0756394774980498,0.346339176464794,200
"Foret de Bandia",104.933988398974,352632,4,226,0.0633900857804965,0.345187889969067,200
"Kapama Game Reserve",83.6123649907673,555570390,7,297,0.0562935315216082,0.480199201069485,200
"Mushandike",125.625422726371,1479,9,434,0.094774153687605,0.539416462022578,200
"Mare aux Hippopotames",153.062512387361,28581,10,379,0.0903082712624883,0.386702042995715,200
"National Park Iona",15315.727132169,347,9,8083,0.0673972705740371,0.0358366503452464,200
"National Park Cameia",14240.6696712207,349,10,11691,0.071333018756589,0.322945356431261,200
"National Park Bicuar",7755.39039646189,350,10,13010,0.135176224804314,0.559571681213942,200
"National Park Mupa",5386.23874503922,2249,9,14941,0.0870048751729991,0.507380102145428,200
"National Park Luengue-Luiana",10470.3948022368,4493,9,24688,0.0949284432419555,0.49916832213414,200
"National Park Mavinga",5631.43710031837,5081,8,9068,0.0965473989132907,0.59727086727241,200
"Kabore-Tambi",1521.65251956281,1049,7,2628,0.059105937251318,0.317816983511322,200
"Deux Bales",886.881014112113,2344,9,1952,0.0650801717802673,0.397417993665573,200
"W du Burkina Faso",2438.55283270317,1048,7,3267,0.0735783376326247,0.249110789808869,200
"Ai-Ais Hot Springs",4360.58900964402,8785,11,4848,0.0398297292596779,0.0308996288223245,200
"Mudumu",718.040758368598,30051,7,1504,0.0579121692998123,0.41055523751826,200
"Banc d'Arguin",11910.1013656985,797,7,517,NA,NA,200
"Skeleton Coast Park",16885.5508913259,885,7,866,0.027549161267044,0.0228855445780985,200
"Namib-Naukluft",50876.2402257201,883,10,7205,0.0221968550384948,0.0170624985032986,200
"Etosha",23011.8862932174,884,10,14664,0.132689639931884,0.178844781660019,200
"Waterberg Plateau Park",396.888414536016,887,7,1080,0.040319155829326,0.437737235255413,200
"Nkasa Rupara",338.772203951884,30052,9,971,0.0582021570034298,0.439825046150043,200
"Daan Viljoen Game Park",40.0718663414971,1362,2,37,0.0297258317110508,0.206659437719255,200
"Nyungwe",1023.16281280702,9148,9,1098,0.0254049604042619,0.849372321444057,200
"Volcans",163.245789504213,863,8,628,0.0453397320839215,0.795162842983908,200
"Hwange",14743.7167848176,1991,10,18776,0.0817747911153912,0.52070709457805,200
"Mana Pools",2129.50669873554,2531,10,5618,0.106546313194171,0.551709886985072,200
"Yangudi Rassa",3058.41446256855,2276,7,3630,0.0545815859238878,0.0364342583882407,200
"Awash",584.482024471931,652,7,507,0.103952352770161,0.291582727782223,200
"Abijatta-Shalla",922.100602172625,2279,7,1171,0.162477826619452,0.286192474058889,200
"Omo",3902.86787001389,2280,11,8653,0.193984381710013,0.511886996007066,200
"Bale Mountains",2317.63386843873,2281,11,5338,0.18714308346402,0.671387413800034,200
"Mago",1875.24152956627,2277,11,4076,0.14976679962803,0.579666270033168,200
"Manovo-Gounda-Saint Floris",19049.5000859545,2256,10,43755,0.145087560167449,0.475633749037151,200
"Manda",954.945881364573,642,9,2327,0.0641437941714105,0.403995327222664,200
"Zakouma",3054.91065652485,641,7,7138,0.0632630472919866,0.345462061514247,200
"Garamba",4970.560966862,1083,9,17009,0.12722767725346,0.507609140305239,200
"Bontioli",130.879062506336,4489,9,505,0.0684117263280804,0.364587154566591,200
"Singou",1935.66660503885,3229,6,2148,0.0656914362147305,0.196091162336873,200
"Arly",842.751300188101,4488,8,1777,0.0733907326256754,0.200431020833658,200
"Madjoari",295.085396310225,9265,7,778,0.0974817848266347,0.218622973556022,200
"Siniaka-Minia",4324.81636920566,5165,8,7582,0.0474152791082209,0.378989108664861,200
"Ouadi-Rimé-Ouadi Achim",83325.069787164,1250,6,20059,0.0170324742343745,0.0228847560690553,200
"Zemongo",13733.4708663777,2259,8,53220,0.119021285293387,0.632589049640431,200
"Gishwati",14.4628396538684,21416,5,82,0.0438328766334668,0.799049758730591,200
"Budongo",821.541205277058,34804,8,1226,0.0903818197782083,0.795601298325498,200
"North Rwenzori",35.4453071510627,555549367,9,182,0.0599862016555342,0.690346943214939,200
"Arabuko Sokoke",370.010104295181,7422,7,712,0.0454786575647572,0.805838483828908,200
"Mount Elgon",607.569354283619,7660,9,1567,0.0725734265937749,0.803581374128748,200
"Kakamega",180.976326687368,33450,9,220,0.0625669641348031,0.802753438258778,200
"Partial Reserve Buffalo",333.318022205527,4494,7,653,0.092838503973115,0.500537354247146,200
"Ngotto",801.028951910029,28745,7,116,0.0255146375361634,0.820511249116582,200
"Massif du Ziama",918.655546737231,29066,9,1035,0.0371165173959558,0.807183918439108,200
"Bahr Salamat",21293.2320330112,5164,11,40735,0.0678498327106327,0.375742204053084,200
"Abou Telfane",1086.90997171352,9034,5,2338,0.0831606613696067,0.354908428058618,200
"Mount Nimba",146.235689350114,29067,9,368,0.130228449089984,0.778007099538173,200
"Kourtiagou",438.007831799519,3226,6,832,0.0775129652126208,0.217810924650212,200
"Pama",2340.91524855995,3228,10,3194,0.0752946158455827,0.216651322240496,200
"Sahel",18220.047721804,3225,8,15815,0.0281842991441816,0.0125148094897208,200
"Integral Nature Reserve and the Luando",8771.82686895232,3066,11,26836,0.137384229118371,0.620589825054915,200
"Salonga",33517.3375087849,478292,7,1897,0.0192522971939853,0.864537079295792,200
"Benoué",1672.71905691748,3011,8,4271,0.111587124287332,0.411544820493317,200
"Tassili N'Ajjer",99109.4396900303,20389,6,3296,NA,NA,200
"Okavango Delta",20505.4728414007,555577555,10,35890,0.0936943413195362,0.472704473165406,200
"Garamba National Park",5150.94940610021,4327,9,17958,0.12377844599389,0.504644497959615,200
"Simien National Park",132.318772314026,2006,9,748,0.148862416641057,0.567090810324884,200
"Parc National du Diawling",662.128743508618,95349,8,1127,NA,NA,200
"Lake Chilwa",2117.04199244709,145538,11,2664,0.110558574983637,0.426632899758393,200
"Lake Chad Wetlands in Nigeria",6060.60999248206,903113,8,5927,0.16531057605987,0.379546694550017,200
"Lac Fitri",2034.1211834414,30017,9,4919,0.126377537122959,0.2678890705562,200
"Bangweulu Swamps",3198.2880669166,68323,11,4552,0.118982458931969,0.482605077950229,200
"Lac Oubeira",26.1069218787165,17706,8,77,NA,NA,200
"Lac Tonga",25.2414426279865,67756,6,144,NA,NA,200
"Lake Qarun Protected Area",1341.17197030357,555547984,9,521,NA,NA,200
"Lac d’Afennourir",10.1247850977558,17712,4,88,NA,NA,200
"Conkouati-Douli",5156.98331439062,313401,14,6673,0.141707041455947,0.623286604364383,200
"Nouabalé-Ndoki",4106.79884281496,72332,2,298,0.0308696445572743,0.856127630063166,200
"Lac Télé",4531.46661230057,313494,11,3709,0.1068773910032,0.797524627402891,200
"Odzala Kokoua",13664.5723078619,643,10,3012,0.0576946473214944,0.841347407410836,200
"Amboseli",389.139721275527,758,7,874,0.177735124483041,0.138565122172457,200
"Aberdare",774.677166530184,756,9,1391,0.137073252415901,0.741419394320288,200
"Nairobi",116.826330445917,761,8,304,0.0666604290349104,0.572281787068252,200
"Lake Nakuru",191.211838075167,762,10,651,0.158682752763896,0.604861591793135,200
"Meru",878.845191725783,755,9,1793,0.144032139391126,0.507517827358121,200
"Tsavo East",20550.1465539525,-999999,11,17224,0.11271470457999,0.348231102341447,200
"Masai Mara",1524.66034636007,1297,8,4459,0.0477618089449443,0.614540319107968,200
"Samburu",159.792170775512,2298,3,266,0.10367024196534,0.264280362569106,200
"Arawale",630.021467140626,2423,4,111,0.0638205843910981,0.442839561763559,200
"Tongwe",13.6366076064377,350014,6,41,0.064032321964375,0.768060021785301,200
"Golden Gate Highlands National Park",348.488446395834,879,6,198,0.0708117105705531,0.405621501012104,200
"Kruger National Park",19214.9813074498,873,11,29378,0.087089544274854,0.398764714578421,200
"Cliff of Bandiagara (Land of the Dogons)",3326.69271689958,20171,6,4158,0.0593879211178159,0.0559321241289274,200
"Tsoulou",289.474206831833,2270,8,473,0.127656582445006,0.426399983176421,200
"Mont Fouari",288.812468764174,555571319,8,858,0.119401508343653,0.510710277027251,200
"Kizigo G.R. (C)",5093.23244586632,7883,7,14685,0.0769884116406759,0.391584578628197,200
"Selous G.R",41481.3084524387,1399,12,105734,0.144864554315963,0.687523445014215,200
"Arusha National Park",111.854715426011,925,11,319,0.16447706511033,0.720415859093881,200
"Lake Manyara National Park",108.309022363446,924,11,509,0.263901579432493,0.445401376572142,200
"Tarangire National Park",2621.66746052118,920,7,6390,0.0911110899087559,0.384862430598511,200
"Mahale Mts.National Park",1468.17431696778,7521,9,3537,0.12133400786543,0.745164502757182,200
"Ruaha National Park",14567.7750982517,917,9,32407,0.129332961370434,0.406397528448316,200
"Mikumi National Park",3232.56854937872,919,10,6570,0.182364777594238,0.719607541168972,200
"Gombe National Park",34.4662545296866,926,9,193,0.146159715137121,0.652247293701964,200
"Kilimanjaro National Park",1856.13932950592,922,12,3064,0.249677948062889,0.662008075211331,200
"Ngorongoro Conservation Area",8286.85439403613,555623796,12,13953,0.246509956025853,0.384582392406124,200
"Talassemtane National Park",614.05363113184,17742,5,1726,NA,NA,200
"Rukwa",2196.82285233562,301552,8,6571,0.131069807325335,0.523890101290492,200
"Gorongosa",3686.68853019709,801,10,9453,0.183045102723904,0.654744917858193,200
"Banhine",6066.47750031138,799,8,9069,0.102304601195685,0.464655906490306,200
"Zinave",3901.5617671334,800,10,6856,0.094185772696192,0.601333024681954,200
"Niassa",42305.4109343714,555637447,12,118663,0.161511123773536,0.553244096481385,200
"Lamto Scientific Reserve",28.4360885272384,555547526,8,96,0.0790514569886622,0.546371804927798,200
"Hluhluwe Game Reserve",144.029290305012,116189,9,712,0.0925253026519082,0.777042500614683,200
"Natal National Park",61.5434000171723,555563964,7,335,0.103988197985406,0.572471641080657,200
"Mweru Wantipa",3170.70226804403,1090,11,5258,0.170019459959759,0.623859179676286,200
"Kafue",22397.4459713434,1085,10,46048,0.143325499302754,0.500962468805951,200
"Nyika",83.3050429446796,1102,8,464,0.169944922782012,0.688392432316396,200
"West Lunga",1786.23132426852,1093,8,1834,0.143870308720671,0.833692240373951,200
"Kafue Flats",4766.49233957314,4091,11,10753,0.10166945089934,0.380157202780679,200
"Chobe",10538.2800262787,600,9,10021,0.0693517532646361,0.455360742755417,200
"Wadi El Assuti",35.3614173331642,18771,5,50,NA,NA,200
"Wadi El Rayan",1758.77072219576,30006,7,449,NA,NA,200
"Omayed",690.74931065629,3020,9,1741,NA,NA,200
"Nyika National Park",3106.62226629606,779,10,13681,0.173541172027587,0.598794615281773,200
"Kasungu National Park",2369.50896929265,780,10,7307,0.134309348089584,0.622871002667038,200
"Lengwe National Park",931.480562329122,2315,8,3412,0.143020432894232,0.515735397804223,200
"Mwabvi Wildlife Reserve",345.393247453633,2320,8,1291,0.120263114718746,0.539024096797823,200
"Vwaza Marsh Wildlife Reserve",985.320437797011,4648,11,2478,0.140758172078603,0.510945408527253,200
"Parc National de Djurdjura",163.762779850997,4118,5,869,NA,NA,200
"Parc National de Belezma",177.12785262979,9742,6,567,NA,NA,200
"Parc W Niger",2220.18873531027,818,8,2896,0.0775187784179497,0.225115623792972,200
"Réserve totale de faune de Tamou",791.645088983402,2331,5,1460,0.0900213241239125,0.242174226134634,200
"Addax Sanctuary",12781.6819827768,72350,2,529,NA,NA,200
"Chambi",67.2847408954823,4486,5,196,NA,NA,200
"Parc national de Djebel Bou-Hedma",165.272413749359,13962,6,471,NA,NA,200
"Liwonde National Park",507.102346246761,2316,9,1650,0.11354272772119,0.448771734696878,200
"Majete Wildlife Reserve",707.194510835127,2319,9,1837,0.163775475049094,0.573800413175301,200
"Réserve partielle de faune d'Ansongo-Ménaka",15276.0288271488,2327,5,295,0.00425101574785552,0.00681325769366554,2000
"Kibira",479.59184066615,9161,5,47,0.0348998895611966,0.832067806525939,2000
"Parc national du Ruvubu",535.548987687057,9160,8,61,0.0433150850902449,0.615861614673919,2000
"Réserve naturelle du Rusizi",85.4274708933633,9162,6,18,0.080071100173349,0.535106355170191,2000
"Bururi Forest",26.9677323827126,9164,4,7,0.0430970179399853,0.794688592422732,2000
"Waza",1412.65424568481,608,5,41,0.0631278620629209,0.253507732706656,2000
"Mbam et Djerem",4306.80278790466,20166,7,181,0.073378532639338,0.765249428171606,2000
"Boumba Bek",2374.35572680993,308624,1,29,0.0183076166064081,0.876128518933034,2000
"Korup",1268.07286343403,20058,1,32,0.0771029528763903,0.721566892405975,2000
"Campo-Ma'an",2621.8886663592,1242,1,30,0.10532683981066,0.846995814094454,2000
"Yankari",2397.21555272932,1332,6,97,0.0746152889999362,0.277419385699741,2000
"W (Benin)",5806.17191365083,12201,5,173,0.0568917654731959,0.276512046646175,2000
"Kidepo Valley",1437.23245553074,958,6,77,0.0821649489134346,0.432135764457384,2000
"Rwenzori Mountains",998.905644444759,18438,7,60,0.0812446756024468,0.769559305030568,2000
"Kibale",792.224748326657,40002,6,33,0.0425660708036414,0.79696840932703,2000
"Murchison Falls",3895.11626338592,956,10,222,0.122777494299854,0.598868715615131,2000
"Fada Archei",1745.53266343474,9033,1,22,NA,NA,2000
"Mandelia",1321.29839745131,5166,5,62,0.0792849661751215,0.361306068448288,2000
"Binder-Léré",1133.53653160855,5168,6,45,0.0566378973230053,0.345168845285381,2000
"Foret de Bandia",104.933988398974,352632,3,11,0.052906811152772,0.338741949505697,2000
"Kapama Game Reserve",83.6123649907673,555570390,3,10,0.0478221784174565,0.481282066635147,2000
"Mushandike",125.625422726371,1479,4,19,0.0673385409503855,0.540295270881761,2000
"Mare aux Hippopotames",153.062512387361,28581,5,17,0.0599121326125271,0.38637198156915,2000
"National Park Iona",15315.727132169,347,6,137,0.0610018092445509,0.0354427480597826,2000
"National Park Cameia",14240.6696712207,349,7,264,0.0584527865008663,0.323304599117593,2000
"National Park Bicuar",7755.39039646189,350,7,375,0.114138041379548,0.554980944236263,2000
"National Park Mupa",5386.23874503922,2249,7,332,0.0571307041309685,0.507231236186838,2000
"National Park Luengue-Luiana",10470.3948022368,4493,7,577,0.061785333423825,0.49941933778564,2000
"National Park Mavinga",5631.43710031837,5081,6,269,0.0700907743943454,0.596153489148663,2000
"Kabore-Tambi",1521.65251956281,1049,4,63,0.037310907678563,0.317007223496379,2000
"Deux Bales",886.881014112113,2344,5,58,0.0442877845662303,0.397306925699038,2000
"W du Burkina Faso",2438.55283270317,1048,4,72,0.04661671917039,0.250671841939767,2000
"Ai-Ais Hot Springs",4360.58900964402,8785,5,126,0.0306655087866119,0.0310373093216933,2000
"Mudumu",718.040758368598,30051,5,43,0.0423568906491096,0.40860616056948,2000
"Banc d'Arguin",11910.1013656985,797,5,21,NA,NA,2000
"Skeleton Coast Park",16885.5508913259,885,4,48,0.0256528569982409,0.0233975325362663,2000
"Namib-Naukluft",50876.2402257201,883,6,225,0.0191939837623616,0.0171696626354159,2000
"Etosha",23011.8862932174,884,5,355,0.126309239553002,0.178749226102045,2000
"Waterberg Plateau Park",396.888414536016,887,5,43,0.0344543088222947,0.42867841219621,2000
"Nkasa Rupara",338.772203951884,30052,4,39,0.0395754690697929,0.447680634517832,2000
"Daan Viljoen Game Park",40.0718663414971,1362,1,3,0.0109079333091721,0.207309779547471,2000
"Nyungwe",1023.16281280702,9148,3,32,0.0153484744826307,0.845490127623907,2000
"Volcans",163.245789504213,863,4,20,0.0445871289586557,0.776543180178412,2000
"Hwange",14743.7167848176,1991,5,454,0.0706546251123377,0.520513903124013,2000
"Mana Pools",2129.50669873554,2531,5,111,0.0824528442806174,0.549761828979673,2000
"Yangudi Rassa",3058.41446256855,2276,4,93,0.032641820749398,0.0356776407296241,2000
"Awash",584.482024471931,652,3,19,0.0761870227428481,0.287997831485033,2000
"Abijatta-Shalla",922.100602172625,2279,5,62,0.134016351771283,0.27066393497157,2000
"Omo",3902.86787001389,2280,9,231,0.172116017647599,0.508677152868096,2000
"Bale Mountains",2317.63386843873,2281,7,80,0.17812815639034,0.668465085930846,2000
"Mago",1875.24152956627,2277,8,104,0.123909554960061,0.5805795988103,2000
"Manovo-Gounda-Saint Floris",19049.5000859545,2256,7,709,0.128186428623905,0.476022889450863,2000
"Manda",954.945881364573,642,6,50,0.0433667305626633,0.400933886888466,2000
"Zakouma",3054.91065652485,641,5,157,0.0452638865144169,0.344235032108827,2000
"Garamba",4970.560966862,1083,7,300,0.106246046811083,0.506875298521167,2000
"Bontioli",130.879062506336,4489,4,11,0.0396379870188443,0.368629505419633,2000
"Singou",1935.66660503885,3229,2,85,0.0405623446733986,0.197132692240725,2000
"Arly",842.751300188101,4488,4,54,0.0479063195072577,0.199912949308111,2000
"Madjoari",295.085396310225,9265,3,28,0.0679937201995887,0.219232877764699,2000
"Siniaka-Minia",4324.81636920566,5165,3,155,0.0341023003343404,0.379418981976248,2000
"Ouadi-Rimé-Ouadi Achim",83325.069787164,1250,4,348,0.0144387069705728,0.0228420129492346,2000
"Zemongo",13733.4708663777,2259,6,764,0.0784658957004555,0.632948627812449,2000
"Gishwati",14.4628396538684,21416,3,3,0,0.777061185857126,2000
"Budongo",821.541205277058,34804,7,48,0.0719272478716841,0.796766522705942,2000
"North Rwenzori",35.4453071510627,555549367,3,8,0.023936467767518,0.687149509538552,2000
"Arabuko Sokoke",370.010104295181,7422,3,26,0.0258082495103563,0.805116602535119,2000
"Mount Elgon",607.569354283619,7660,6,45,0.0490917341284048,0.804520034357215,2000
"Kakamega",180.976326687368,33450,2,14,0.0376815937348461,0.798960932925178,2000
"Partial Reserve Buffalo",333.318022205527,4494,4,17,0.0664665153363824,0.498708857615676,2000
"Ngotto",801.028951910029,28745,1,13,0.0193852591631543,0.820579775996873,2000
"Massif du Ziama",918.655546737231,29066,4,38,0.0198001619411376,0.807306676086466,2000
"Bahr Salamat",21293.2320330112,5164,6,791,0.0523189536112736,0.375509708966578,2000
"Abou Telfane",1086.90997171352,9034,4,65,0.0679457987283131,0.351282426959213,2000
"Mount Nimba",146.235689350114,29067,3,19,0.0830581299948516,0.76348273702342,2000
"Kourtiagou",438.007831799519,3226,4,19,0.0513056216313047,0.214889830311986,2000
"Pama",2340.91524855995,3228,4,92,0.0492900726867765,0.216045650827516,2000
"Sahel",18220.047721804,3225,7,468,0.0157683179287063,0.0123946193047281,2000
"Integral Nature Reserve and the Luando",8771.82686895232,3066,7,396,0.0982795660631528,0.61881639138458,2000
"Salonga",33517.3375087849,478292,1,133,0.0138340773589401,0.864583497797137,2000
"Benoué",1672.71905691748,3011,6,72,0.0755639914968239,0.407791798262067,2000
"Tassili N'Ajjer",99109.4396900303,20389,4,171,NA,NA,2000
"Okavango Delta",20505.4728414007,555577555,8,684,0.0672973639488054,0.472583509606807,2000
"Garamba National Park",5150.94940610021,4327,7,316,0.102732554350938,0.504059839694125,2000
"Simien National Park",132.318772314026,2006,7,24,0.0989340169240496,0.574995538200891,2000
"Parc National du Diawling",662.128743508618,95349,6,55,NA,NA,2000
"Lake Chilwa",2117.04199244709,145538,7,71,0.0880843188769851,0.421489949154993,2000
"Lake Chad Wetlands in Nigeria",6060.60999248206,903113,7,136,0.150300112924831,0.375635319247275,2000
"Lac Fitri",2034.1211834414,30017,7,102,0.103467836859306,0.265702149986022,2000
"Bangweulu Swamps",3198.2880669166,68323,6,119,0.103268021585344,0.479717374267968,2000
"Lac Oubeira",26.1069218787165,17706,4,6,NA,NA,2000
"Lac Tonga",25.2414426279865,67756,2,4,NA,NA,2000
"Lake Qarun Protected Area",1341.17197030357,555547984,3,13,NA,NA,2000
"Lac d’Afennourir",10.1247850977558,17712,3,3,NA,NA,2000
"Conkouati-Douli",5156.98331439062,313401,7,96,0.095845839456282,0.623664581492402,2000
"Nouabalé-Ndoki",4106.79884281496,72332,1,26,0.0270081514448108,0.856353195697021,2000
"Lac Télé",4531.46661230057,313494,6,103,0.0971233524985109,0.793163435825664,2000
"Odzala Kokoua",13664.5723078619,643,3,81,0.045900111084052,0.841240597571287,2000
"Amboseli",389.139721275527,758,4,29,0.139907298430404,0.137675995315972,2000
"Aberdare",774.677166530184,756,6,54,0.118763891931182,0.738186822125913,2000
"Nairobi",116.826330445917,761,4,17,0.0593178824584018,0.568236141580535,2000
"Lake Nakuru",191.211838075167,762,7,22,0.0696722832048811,0.621791213575962,2000
"Meru",878.845191725783,755,5,41,0.126325456426361,0.510642126689446,2000
"Tsavo East",20550.1465539525,-999999,9,256,0.10456436679819,0.348448322635162,2000
"Masai Mara",1524.66034636007,1297,5,78,0.0300124769349387,0.61496570003188,2000
"Samburu",159.792170775512,2298,2,14,0.0597965075871791,0.25858922027913,2000
"Arawale",630.021467140626,2423,2,8,0.0515435546894637,0.444609793357324,2000
"Tongwe",13.6366076064377,350014,2,4,0.0338436889634715,0.71673834025181,2000
"Golden Gate Highlands National Park",348.488446395834,879,2,21,0.0301726610779601,0.408178199913039,2000
"Kruger National Park",19214.9813074498,873,6,539,0.0728295826684755,0.399422146527302,2000
"Cliff of Bandiagara (Land of the Dogons)",3326.69271689958,20171,5,115,0.0377108671958006,0.0563098269421682,2000
"Tsoulou",289.474206831833,2270,3,19,0.0802809753974823,0.420240102773547,2000
"Mont Fouari",288.812468764174,555571319,4,19,0.0878163375207879,0.510801604601047,2000
"Kizigo G.R. (C)",5093.23244586632,7883,6,190,0.0514060281683589,0.391837950362468,2000
"Selous G.R",41481.3084524387,1399,10,1323,0.120281393141808,0.685778638995602,2000
"Arusha National Park",111.854715426011,925,5,14,0.151197635657433,0.729268807652514,2000
"Lake Manyara National Park",108.309022363446,924,5,21,0.214047909435854,0.401466073814835,2000
"Tarangire National Park",2621.66746052118,920,5,136,0.0687445594523951,0.385760471132871,2000
"Mahale Mts.National Park",1468.17431696778,7521,7,69,0.0910907633671601,0.741619050932372,2000
